Provider,EventId,MarketId,SelectionId,MarketType,Handicap,BetType
match_odds_h,35580123,1.257893367,5553914,MATCH_ODDS,0,UNKNOWN
match_odds_h,35559775,1.257639869,65777,MATCH_ODDS,0,UNKNOWN
match_odds_h,35559623,1.257637154,13659467,MATCH_ODDS,0,UNKNOWN
match_odds_h,35540211,1.257435874,44785,MATCH_ODDS,0,UNKNOWN
match_odds_h,35581485,1.257894161,6185676,MATCH_ODDS,0,UNKNOWN
match_odds_h,35540124,1.257435691,44793,MATCH_ODDS,0,UNKNOWN
match_odds_h,35581275,1.257893822,8220578,MATCH_ODDS,0,UNKNOWN
